"Lat","Long","Name"
"36.080245","129.379941","토박이어탕"
"36.0793","129.381218","광어총각과생굴처녀"
"36.077757","129.382291","마장동본가뒷고기"
"36.076586","129.382248","희야네원조석쇠쭈꾸미"
"36.077401","129.383949","참치전문점나고미"
"36.080649","129.397906","스시요시"
"36.081299","129.402069","생고기제작소"
"36.065455","129.375355","셰프하우스"
"36.064058","129.383019","환여횟집"
"36.042155","129.367187","인천식당"
